precinct,office,district,candidate,party,votes
40-028 Noorvik,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,8
40-028 Noorvik,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,9
40-028 Noorvik,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,7
40-028 Noorvik,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,4
40-028 Noorvik,State House,40,Registered Voters,,394
40-028 Noorvik,State House,40,Times Counted,,58
40-028 Noorvik,State House,40,"Lincoln, John",DEM,58
40-030 Nuiqsut,U.S. House,1,Registered Voters,,295
40-030 Nuiqsut,U.S. House,1,Times Counted,,12
40-030 Nuiqsut,U.S. House,1,"Cumings, Christophe",DEM,2
40-030 Nuiqsut,U.S. House,1,"Galvin, Alyse S.",DEM,4
40-030 Nuiqsut,U.S. House,1,"Hafner, Carol",DEM,3
40-030 Nuiqsut,U.S. House,1,"Shein, Dimitri",DEM,3
40-030 Nuiqsut,U.S. House,1,Registered Voters,,295
40-030 Nuiqsut,U.S. House,1,Times Counted,,11
40-030 Nuiqsut,U.S. House,1,"Nelson, Thomas",REP,2
40-030 Nuiqsut,U.S. House,1,"Whittaker, Jed",REP,3
40-030 Nuiqsut,U.S. House,1,"Young, Don",REP,6
40-030 Nuiqsut,GOVERNOR,,Registered Voters,,295
40-030 Nuiqsut,GOVERNOR,,Times Counted,,12
40-030 Nuiqsut,GOVERNOR,,"Begich, Mark",DEM,7
40-030 Nuiqsut,GOVERNOR,,"Toien, William S.",LIB,5
40-030 Nuiqsut,GOVERNOR,,Registered Voters,,295
40-030 Nuiqsut,GOVERNOR,,Times Counted,,11
40-030 Nuiqsut,GOVERNOR,,"Colbry, Darin A.",REP,0
40-030 Nuiqsut,GOVERNOR,,"Dunleavy, Mike J.",REP,5
40-030 Nuiqsut,GOVERNOR,,"Gordon, Thomas A.",REP,0
40-030 Nuiqsut,GOVERNOR,,"Heikes, Gerald L.",REP,0
40-030 Nuiqsut,GOVERNOR,,"Hlatcu, Merica",REP,1
40-030 Nuiqsut,GOVERNOR,,"Sheldon, Michael D.",REP,3
40-030 Nuiqsut,GOVERNOR,,"Treadwell, Mead",REP,2
40-030 Nuiqsut,LIEUTENANT GOVERNOR,,Registered Voters,,295
40-030 Nuiqsut,LIEUTENANT GOVERNOR,,Times Counted,,12
40-030 Nuiqsut,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,12
40-030 Nuiqsut,LIEUTENANT GOVERNOR,,Registered Voters,,295
40-030 Nuiqsut,LIEUTENANT GOVERNOR,,Times Counted,,11
40-030 Nuiqsut,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,2
40-030 Nuiqsut,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,1
40-030 Nuiqsut,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,2
40-030 Nuiqsut,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,3
40-030 Nuiqsut,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,2
40-030 Nuiqsut,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,1
40-030 Nuiqsut,State House,40,Registered Voters,,295
40-030 Nuiqsut,State House,40,Times Counted,,12
40-030 Nuiqsut,State House,40,"Lincoln, John",DEM,12
40-032 Point Hope,U.S. House,1,Registered Voters,,447
40-032 Point Hope,U.S. House,1,Times Counted,,32
40-032 Point Hope,U.S. House,1,"Cumings, Christophe",DEM,4
40-032 Point Hope,U.S. House,1,"Galvin, Alyse S.",DEM,7
40-032 Point Hope,U.S. House,1,"Hafner, Carol",DEM,9
40-032 Point Hope,U.S. House,1,"Shein, Dimitri",DEM,11
40-032 Point Hope,U.S. House,1,Registered Voters,,447
40-032 Point Hope,U.S. House,1,Times Counted,,19
40-032 Point Hope,U.S. House,1,"Nelson, Thomas",REP,5
40-032 Point Hope,U.S. House,1,"Whittaker, Jed",REP,0
40-032 Point Hope,U.S. House,1,"Young, Don",REP,14
40-032 Point Hope,GOVERNOR,,Registered Voters,,447
40-032 Point Hope,GOVERNOR,,Times Counted,,32
40-032 Point Hope,GOVERNOR,,"Begich, Mark",DEM,23
40-032 Point Hope,GOVERNOR,,"Toien, William S.",LIB,7
40-032 Point Hope,GOVERNOR,,Registered Voters,,447
40-032 Point Hope,GOVERNOR,,Times Counted,,19
40-032 Point Hope,GOVERNOR,,"Colbry, Darin A.",REP,0
40-032 Point Hope,GOVERNOR,,"Dunleavy, Mike J.",REP,11
40-032 Point Hope,GOVERNOR,,"Gordon, Thomas A.",REP,0
40-032 Point Hope,GOVERNOR,,"Heikes, Gerald L.",REP,0
40-032 Point Hope,GOVERNOR,,"Hlatcu, Merica",REP,1
40-032 Point Hope,GOVERNOR,,"Sheldon, Michael D.",REP,1
40-032 Point Hope,GOVERNOR,,"Treadwell, Mead",REP,6
40-032 Point Hope,LIEUTENANT GOVERNOR,,Registered Voters,,447
40-032 Point Hope,LIEUTENANT GOVERNOR,,Times Counted,,32
40-032 Point Hope,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,28
40-032 Point Hope,LIEUTENANT GOVERNOR,,Registered Voters,,447
40-032 Point Hope,LIEUTENANT GOVERNOR,,Times Counted,,19
40-032 Point Hope,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,0
40-032 Point Hope,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,4
40-032 Point Hope,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,2
40-032 Point Hope,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,4
40-032 Point Hope,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,6
40-032 Point Hope,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,3
40-032 Point Hope,State House,40,Registered Voters,,447
40-032 Point Hope,State House,40,Times Counted,,32
40-032 Point Hope,State House,40,"Lincoln, John",DEM,30
40-034 Point Lay,U.S. House,1,Registered Voters,,155
40-034 Point Lay,U.S. House,1,Times Counted,,14
40-034 Point Lay,U.S. House,1,"Cumings, Christophe",DEM,3
40-034 Point Lay,U.S. House,1,"Galvin, Alyse S.",DEM,3
40-034 Point Lay,U.S. House,1,"Hafner, Carol",DEM,4
40-034 Point Lay,U.S. House,1,"Shein, Dimitri",DEM,3
40-034 Point Lay,U.S. House,1,Registered Voters,,155
40-034 Point Lay,U.S. House,1,Times Counted,,14
40-034 Point Lay,U.S. House,1,"Nelson, Thomas",REP,4
40-034 Point Lay,U.S. House,1,"Whittaker, Jed",REP,0
40-034 Point Lay,U.S. House,1,"Young, Don",REP,10
40-034 Point Lay,GOVERNOR,,Registered Voters,,155
40-034 Point Lay,GOVERNOR,,Times Counted,,14
40-034 Point Lay,GOVERNOR,,"Begich, Mark",DEM,9
40-034 Point Lay,GOVERNOR,,"Toien, William S.",LIB,3
40-034 Point Lay,GOVERNOR,,Registered Voters,,155
40-034 Point Lay,GOVERNOR,,Times Counted,,14
40-034 Point Lay,GOVERNOR,,"Colbry, Darin A.",REP,0
40-034 Point Lay,GOVERNOR,,"Dunleavy, Mike J.",REP,12
40-034 Point Lay,GOVERNOR,,"Gordon, Thomas A.",REP,1
40-034 Point Lay,GOVERNOR,,"Heikes, Gerald L.",REP,0
40-034 Point Lay,GOVERNOR,,"Hlatcu, Merica",REP,1
40-034 Point Lay,GOVERNOR,,"Sheldon, Michael D.",REP,0
40-034 Point Lay,GOVERNOR,,"Treadwell, Mead",REP,0
40-034 Point Lay,LIEUTENANT GOVERNOR,,Registered Voters,,155
40-034 Point Lay,LIEUTENANT GOVERNOR,,Times Counted,,14
40-034 Point Lay,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,10
40-034 Point Lay,LIEUTENANT GOVERNOR,,Registered Voters,,155
40-034 Point Lay,LIEUTENANT GOVERNOR,,Times Counted,,14
40-034 Point Lay,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,1
40-034 Point Lay,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,1
40-034 Point Lay,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,7
40-034 Point Lay,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,1
40-034 Point Lay,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,1
40-034 Point Lay,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,3
40-034 Point Lay,State House,40,Registered Voters,,155
40-034 Point Lay,State House,40,Times Counted,,14
40-034 Point Lay,State House,40,"Lincoln, John",DEM,13
40-036 Selawik,U.S. House,1,Registered Voters,,468
40-036 Selawik,U.S. House,1,Times Counted,,48
40-036 Selawik,U.S. House,1,"Cumings, Christophe",DEM,9
40-036 Selawik,U.S. House,1,"Galvin, Alyse S.",DEM,15
40-036 Selawik,U.S. House,1,"Hafner, Carol",DEM,9
40-036 Selawik,U.S. House,1,"Shein, Dimitri",DEM,10
40-036 Selawik,U.S. House,1,Registered Voters,,468
40-036 Selawik,U.S. House,1,Times Counted,,45
40-036 Selawik,U.S. House,1,"Nelson, Thomas",REP,14
40-036 Selawik,U.S. House,1,"Whittaker, Jed",REP,3
40-036 Selawik,U.S. House,1,"Young, Don",REP,25
40-036 Selawik,GOVERNOR,,Registered Voters,,468
40-036 Selawik,GOVERNOR,,Times Counted,,48
40-036 Selawik,GOVERNOR,,"Begich, Mark",DEM,36
40-036 Selawik,GOVERNOR,,"Toien, William S.",LIB,5
40-036 Selawik,GOVERNOR,,Registered Voters,,468
40-036 Selawik,GOVERNOR,,Times Counted,,45
40-036 Selawik,GOVERNOR,,"Colbry, Darin A.",REP,2
40-036 Selawik,GOVERNOR,,"Dunleavy, Mike J.",REP,26
40-036 Selawik,GOVERNOR,,"Gordon, Thomas A.",REP,1
40-036 Selawik,GOVERNOR,,"Heikes, Gerald L.",REP,0
40-036 Selawik,GOVERNOR,,"Hlatcu, Merica",REP,1
40-036 Selawik,GOVERNOR,,"Sheldon, Michael D.",REP,8
40-036 Selawik,GOVERNOR,,"Treadwell, Mead",REP,3
40-036 Selawik,LIEUTENANT GOVERNOR,,Registered Voters,,468
40-036 Selawik,LIEUTENANT GOVERNOR,,Times Counted,,48
40-036 Selawik,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,39
40-036 Selawik,LIEUTENANT GOVERNOR,,Registered Voters,,468
40-036 Selawik,LIEUTENANT GOVERNOR,,Times Counted,,45
40-036 Selawik,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,2
40-036 Selawik,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,8
40-036 Selawik,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,9
40-036 Selawik,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,13
40-036 Selawik,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,6
40-036 Selawik,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,4
40-036 Selawik,State House,40,Registered Voters,,468
40-036 Selawik,State House,40,Times Counted,,48
40-036 Selawik,State House,40,"Lincoln, John",DEM,45
40-038 Shungnak,U.S. House,1,Registered Voters,,184
40-038 Shungnak,U.S. House,1,Times Counted,,41
40-038 Shungnak,U.S. House,1,"Cumings, Christophe",DEM,3
40-038 Shungnak,U.S. House,1,"Galvin, Alyse S.",DEM,21
40-038 Shungnak,U.S. House,1,"Hafner, Carol",DEM,4
40-038 Shungnak,U.S. House,1,"Shein, Dimitri",DEM,11
40-038 Shungnak,U.S. House,1,Registered Voters,,184
40-038 Shungnak,U.S. House,1,Times Counted,,11
40-038 Shungnak,U.S. House,1,"Nelson, Thomas",REP,2
40-038 Shungnak,U.S. House,1,"Whittaker, Jed",REP,0
40-038 Shungnak,U.S. House,1,"Young, Don",REP,9
40-038 Shungnak,GOVERNOR,,Registered Voters,,184
40-038 Shungnak,GOVERNOR,,Times Counted,,41
40-038 Shungnak,GOVERNOR,,"Begich, Mark",DEM,35
40-038 Shungnak,GOVERNOR,,"Toien, William S.",LIB,5
40-038 Shungnak,GOVERNOR,,Registered Voters,,184
40-038 Shungnak,GOVERNOR,,Times Counted,,11
40-038 Shungnak,GOVERNOR,,"Colbry, Darin A.",REP,0
40-038 Shungnak,GOVERNOR,,"Dunleavy, Mike J.",REP,11
40-038 Shungnak,GOVERNOR,,"Gordon, Thomas A.",REP,0
40-038 Shungnak,GOVERNOR,,"Heikes, Gerald L.",REP,0
40-038 Shungnak,GOVERNOR,,"Hlatcu, Merica",REP,0
40-038 Shungnak,GOVERNOR,,"Sheldon, Michael D.",REP,0
40-038 Shungnak,GOVERNOR,,"Treadwell, Mead",REP,0
40-038 Shungnak,LIEUTENANT GOVERNOR,,Registered Voters,,184
40-038 Shungnak,LIEUTENANT GOVERNOR,,Times Counted,,41
40-038 Shungnak,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,33
40-038 Shungnak,LIEUTENANT GOVERNOR,,Registered Voters,,184
40-038 Shungnak,LIEUTENANT GOVERNOR,,Times Counted,,11
40-038 Shungnak,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,2
40-038 Shungnak,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,4
40-038 Shungnak,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,0
40-038 Shungnak,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,1
40-038 Shungnak,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,4
40-038 Shungnak,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,0
40-038 Shungnak,State House,40,Registered Voters,,184
40-038 Shungnak,State House,40,Times Counted,,41
40-038 Shungnak,State House,40,"Lincoln, John",DEM,40
40-040 Wainwright,U.S. House,1,Registered Voters,,364
40-040 Wainwright,U.S. House,1,Times Counted,,0
40-040 Wainwright,U.S. House,1,"Cumings, Christophe",DEM,0
40-040 Wainwright,U.S. House,1,"Galvin, Alyse S.",DEM,0
40-040 Wainwright,U.S. House,1,"Hafner, Carol",DEM,0
40-040 Wainwright,U.S. House,1,"Shein, Dimitri",DEM,0
40-040 Wainwright,U.S. House,1,Registered Voters,,364
40-040 Wainwright,U.S. House,1,Times Counted,,0
40-040 Wainwright,U.S. House,1,"Nelson, Thomas",REP,0
40-040 Wainwright,U.S. House,1,"Whittaker, Jed",REP,0
40-040 Wainwright,U.S. House,1,"Young, Don",REP,0
40-040 Wainwright,GOVERNOR,,Registered Voters,,364
40-040 Wainwright,GOVERNOR,,Times Counted,,0
40-040 Wainwright,GOVERNOR,,"Begich, Mark",DEM,0
40-040 Wainwright,GOVERNOR,,"Toien, William S.",LIB,0
40-040 Wainwright,GOVERNOR,,Registered Voters,,364
40-040 Wainwright,GOVERNOR,,Times Counted,,0
40-040 Wainwright,GOVERNOR,,"Colbry, Darin A.",REP,0
40-040 Wainwright,GOVERNOR,,"Dunleavy, Mike J.",REP,0
40-040 Wainwright,GOVERNOR,,"Gordon, Thomas A.",REP,0
40-040 Wainwright,GOVERNOR,,"Heikes, Gerald L.",REP,0
40-040 Wainwright,GOVERNOR,,"Hlatcu, Merica",REP,0
40-040 Wainwright,GOVERNOR,,"Sheldon, Michael D.",REP,0
40-040 Wainwright,GOVERNOR,,"Treadwell, Mead",REP,0
40-040 Wainwright,LIEUTENANT GOVERNOR,,Registered Voters,,364
40-040 Wainwright,LIEUTENANT GOVERNOR,,Times Counted,,0
40-040 Wainwright,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,0
40-040 Wainwright,LIEUTENANT GOVERNOR,,Registered Voters,,364
40-040 Wainwright,LIEUTENANT GOVERNOR,,Times Counted,,0
40-040 Wainwright,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,0
40-040 Wainwright,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,0
40-040 Wainwright,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,0
40-040 Wainwright,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,0
40-040 Wainwright,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,0
40-040 Wainwright,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,0
40-040 Wainwright,State House,40,Registered Voters,,364
40-040 Wainwright,State House,40,Times Counted,,0
40-040 Wainwright,State House,40,"Lincoln, John",DEM,0
40-326 Allakaket,U.S. House,1,Registered Voters,,142
40-326 Allakaket,U.S. House,1,Times Counted,,27
40-326 Allakaket,U.S. House,1,"Cumings, Christophe",DEM,5
40-326 Allakaket,U.S. House,1,"Galvin, Alyse S.",DEM,5
40-326 Allakaket,U.S. House,1,"Hafner, Carol",DEM,8
40-326 Allakaket,U.S. House,1,"Shein, Dimitri",DEM,5
40-326 Allakaket,U.S. House,1,Registered Voters,,142
40-326 Allakaket,U.S. House,1,Times Counted,,19
40-326 Allakaket,U.S. House,1,"Nelson, Thomas",REP,5
40-326 Allakaket,U.S. House,1,"Whittaker, Jed",REP,3
40-326 Allakaket,U.S. House,1,"Young, Don",REP,10
40-326 Allakaket,GOVERNOR,,Registered Voters,,142
40-326 Allakaket,GOVERNOR,,Times Counted,,27
40-326 Allakaket,GOVERNOR,,"Begich, Mark",DEM,23
40-326 Allakaket,GOVERNOR,,"Toien, William S.",LIB,4
40-326 Allakaket,GOVERNOR,,Registered Voters,,142
40-326 Allakaket,GOVERNOR,,Times Counted,,19
40-326 Allakaket,GOVERNOR,,"Colbry, Darin A.",REP,0
40-326 Allakaket,GOVERNOR,,"Dunleavy, Mike J.",REP,7
40-326 Allakaket,GOVERNOR,,"Gordon, Thomas A.",REP,0
40-326 Allakaket,GOVERNOR,,"Heikes, Gerald L.",REP,1
40-326 Allakaket,GOVERNOR,,"Hlatcu, Merica",REP,0
40-326 Allakaket,GOVERNOR,,"Sheldon, Michael D.",REP,6
40-326 Allakaket,GOVERNOR,,"Treadwell, Mead",REP,5
40-326 Allakaket,LIEUTENANT GOVERNOR,,Registered Voters,,142
40-326 Allakaket,LIEUTENANT GOVERNOR,,Times Counted,,27
40-326 Allakaket,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,22
40-326 Allakaket,LIEUTENANT GOVERNOR,,Registered Voters,,142
40-326 Allakaket,LIEUTENANT GOVERNOR,,Times Counted,,19
40-326 Allakaket,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,2
40-326 Allakaket,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,1
40-326 Allakaket,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,3
40-326 Allakaket,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,3
40-326 Allakaket,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,8
40-326 Allakaket,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,2
40-326 Allakaket,State House,40,Registered Voters,,142
40-326 Allakaket,State House,40,Times Counted,,27
40-326 Allakaket,State House,40,"Lincoln, John",DEM,25
40-328 Bettles,U.S. House,1,Registered Voters,,77
40-328 Bettles,U.S. House,1,Times Counted,,6
40-328 Bettles,U.S. House,1,"Cumings, Christophe",DEM,2
40-328 Bettles,U.S. House,1,"Galvin, Alyse S.",DEM,0
40-328 Bettles,U.S. House,1,"Hafner, Carol",DEM,2
40-328 Bettles,U.S. House,1,"Shein, Dimitri",DEM,2
40-328 Bettles,U.S. House,1,Registered Voters,,77
40-328 Bettles,U.S. House,1,Times Counted,,4
40-328 Bettles,U.S. House,1,"Nelson, Thomas",REP,0
40-328 Bettles,U.S. House,1,"Whittaker, Jed",REP,0
40-328 Bettles,U.S. House,1,"Young, Don",REP,4
40-328 Bettles,GOVERNOR,,Registered Voters,,77
40-328 Bettles,GOVERNOR,,Times Counted,,6
40-328 Bettles,GOVERNOR,,"Begich, Mark",DEM,3
40-328 Bettles,GOVERNOR,,"Toien, William S.",LIB,3
40-328 Bettles,GOVERNOR,,Registered Voters,,77
40-328 Bettles,GOVERNOR,,Times Counted,,4
40-328 Bettles,GOVERNOR,,"Colbry, Darin A.",REP,0
40-328 Bettles,GOVERNOR,,"Dunleavy, Mike J.",REP,4
40-328 Bettles,GOVERNOR,,"Gordon, Thomas A.",REP,0
40-328 Bettles,GOVERNOR,,"Heikes, Gerald L.",REP,0
40-328 Bettles,GOVERNOR,,"Hlatcu, Merica",REP,0
40-328 Bettles,GOVERNOR,,"Sheldon, Michael D.",REP,0
40-328 Bettles,GOVERNOR,,"Treadwell, Mead",REP,0
40-328 Bettles,LIEUTENANT GOVERNOR,,Registered Voters,,77
40-328 Bettles,LIEUTENANT GOVERNOR,,Times Counted,,6
40-328 Bettles,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,4
40-328 Bettles,LIEUTENANT GOVERNOR,,Registered Voters,,77
40-328 Bettles,LIEUTENANT GOVERNOR,,Times Counted,,4
40-328 Bettles,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,1
40-328 Bettles,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,0
40-328 Bettles,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,1
40-328 Bettles,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,1
40-328 Bettles,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,1
40-328 Bettles,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,0
40-328 Bettles,State House,40,Registered Voters,,77
40-328 Bettles,State House,40,Times Counted,,6
40-328 Bettles,State House,40,"Lincoln, John",DEM,4
40-330 Hughes,U.S. House,1,Registered Voters,,73
40-330 Hughes,U.S. House,1,Times Counted,,23
40-330 Hughes,U.S. House,1,"Cumings, Christophe",DEM,5
40-330 Hughes,U.S. House,1,"Galvin, Alyse S.",DEM,5
40-330 Hughes,U.S. House,1,"Hafner, Carol",DEM,4
40-330 Hughes,U.S. House,1,"Shein, Dimitri",DEM,6
40-330 Hughes,U.S. House,1,Registered Voters,,73
40-330 Hughes,U.S. House,1,Times Counted,,9
40-330 Hughes,U.S. House,1,"Nelson, Thomas",REP,1
40-330 Hughes,U.S. House,1,"Whittaker, Jed",REP,0
40-330 Hughes,U.S. House,1,"Young, Don",REP,8
40-330 Hughes,GOVERNOR,,Registered Voters,,73
40-330 Hughes,GOVERNOR,,Times Counted,,23
40-330 Hughes,GOVERNOR,,"Begich, Mark",DEM,19
40-330 Hughes,GOVERNOR,,"Toien, William S.",LIB,4
40-330 Hughes,GOVERNOR,,Registered Voters,,73
40-330 Hughes,GOVERNOR,,Times Counted,,9
40-330 Hughes,GOVERNOR,,"Colbry, Darin A.",REP,1
40-330 Hughes,GOVERNOR,,"Dunleavy, Mike J.",REP,2
40-330 Hughes,GOVERNOR,,"Gordon, Thomas A.",REP,2
40-330 Hughes,GOVERNOR,,"Heikes, Gerald L.",REP,0
40-330 Hughes,GOVERNOR,,"Hlatcu, Merica",REP,0
40-330 Hughes,GOVERNOR,,"Sheldon, Michael D.",REP,4
40-330 Hughes,GOVERNOR,,"Treadwell, Mead",REP,0
40-330 Hughes,LIEUTENANT GOVERNOR,,Registered Voters,,73
40-330 Hughes,LIEUTENANT GOVERNOR,,Times Counted,,23
40-330 Hughes,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,19
40-330 Hughes,LIEUTENANT GOVERNOR,,Registered Voters,,73
40-330 Hughes,LIEUTENANT GOVERNOR,,Times Counted,,9
40-330 Hughes,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,0
40-330 Hughes,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,1
40-330 Hughes,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,4
40-330 Hughes,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,0
40-330 Hughes,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,2
40-330 Hughes,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,2
40-330 Hughes,State House,40,Registered Voters,,73
40-330 Hughes,State House,40,Times Counted,,23
40-330 Hughes,State House,40,"Lincoln, John",DEM,21
HD99 Fed Overseas Absentee,U.S. House,1,Registered Voters,,526
HD99 Fed Overseas Absentee,U.S. House,1,Times Counted,,0
HD99 Fed Overseas Absentee,U.S. House,1,"Cumings, Christophe",DEM,0
HD99 Fed Overseas Absentee,U.S. House,1,"Galvin, Alyse S.",DEM,0
HD99 Fed Overseas Absentee,U.S. House,1,"Hafner, Carol",DEM,0
HD99 Fed Overseas Absentee,U.S. House,1,"Shein, Dimitri",DEM,0
HD99 Fed Overseas Absentee,U.S. House,1,Registered Voters,,526
HD99 Fed Overseas Absentee,U.S. House,1,Times Counted,,0
HD99 Fed Overseas Absentee,U.S. House,1,"Nelson, Thomas",REP,0
HD99 Fed Overseas Absentee,U.S. House,1,"Whittaker, Jed",REP,0
HD99 Fed Overseas Absentee,U.S. House,1,"Young, Don",REP,0
District 1 - Absentee,U.S. House,1,Registered Voters,,13238
District 1 - Absentee,U.S. House,1,Times Counted,,23
District 1 - Absentee,U.S. House,1,"Cumings, Christophe",DEM,3
District 1 - Absentee,U.S. House,1,"Galvin, Alyse S.",DEM,9
District 1 - Absentee,U.S. House,1,"Hafner, Carol",DEM,6
District 1 - Absentee,U.S. House,1,"Shein, Dimitri",DEM,5
District 1 - Absentee,U.S. House,1,Registered Voters,,13238
District 1 - Absentee,U.S. House,1,Times Counted,,36
District 1 - Absentee,U.S. House,1,"Nelson, Thomas",REP,4
District 1 - Absentee,U.S. House,1,"Whittaker, Jed",REP,5
District 1 - Absentee,U.S. House,1,"Young, Don",REP,27
District 1 - Absentee,GOVERNOR,,Registered Voters,,13238
District 1 - Absentee,GOVERNOR,,Times Counted,,23
District 1 - Absentee,GOVERNOR,,"Begich, Mark",DEM,19
District 1 - Absentee,GOVERNOR,,"Toien, William S.",LIB,3
District 1 - Absentee,GOVERNOR,,Registered Voters,,13238
District 1 - Absentee,GOVERNOR,,Times Counted,,36
District 1 - Absentee,GOVERNOR,,"Colbry, Darin A.",REP,0
District 1 - Absentee,GOVERNOR,,"Dunleavy, Mike J.",REP,26
District 1 - Absentee,GOVERNOR,,"Gordon, Thomas A.",REP,0
District 1 - Absentee,GOVERNOR,,"Heikes, Gerald L.",REP,0
District 1 - Absentee,GOVERNOR,,"Hlatcu, Merica",REP,0
District 1 - Absentee,GOVERNOR,,"Sheldon, Michael D.",REP,1
District 1 - Absentee,GOVERNOR,,"Treadwell, Mead",REP,9
District 1 - Absentee,LIEUTENANT GOVERNOR,,Registered Voters,,13238
District 1 - Absentee,LIEUTENANT GOVERNOR,,Times Counted,,23
District 1 - Absentee,LIEUTENANT GOVERNOR,,"Call, Debra L.",DEM,20
District 1 - Absentee,LIEUTENANT GOVERNOR,,Registered Voters,,13238
District 1 - Absentee,LIEUTENANT GOVERNOR,,Times Counted,,36
District 1 - Absentee,LIEUTENANT GOVERNOR,,"Gattis, Lynn",REP,3
District 1 - Absentee,LIEUTENANT GOVERNOR,,"Grunwald, Edie",REP,7
District 1 - Absentee,LIEUTENANT GOVERNOR,,"Jackson, Sharon D.",REP,3
District 1 - Absentee,LIEUTENANT GOVERNOR,,"Meyer, Kevin G.",REP,12
District 1 - Absentee,LIEUTENANT GOVERNOR,,"Stevens, Gary L.",REP,3
District 1 - Absentee,LIEUTENANT GOVERNOR,,"Wright, Stephen",REP,6
District 1 - Absentee,State Senate,A,Registered Voters,,13238
District 1 - Absentee,State Senate,A,Times Counted,,23
District 1 - Absentee,State Senate,A,"Kawasaki, Scott",DEM,23
District 1 - Absentee,State Senate,A,Registered Voters,,13238
District 1 - Absentee,State Senate,A,Times Counted,,36
District 1 - Absentee,State Senate,A,"Kelly, Pete",REP,34
District 1 - Absentee,State House,1,Registered Voters,,13238
District 1 - Absentee,State House,1,Times Counted,,23
